,BCH-USD,BTC-USD,ETH-USD,LTC-USD,BCH-USD_price,BTC-USD_price,ETH-USD_price,LTC-USD_price,cash_balance,crypto_balance,revenue,total_balance,transaction_cost
2018-09-01 06:23:00,0.0,0.0,0.0,0.0,551.61,7042.055,286.065,63.5375,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:24:00,0.0,0.0,0.0,0.0,551.6500000000001,7042.0325,286.065,63.54,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:25:00,0.0,0.0,0.0,0.0,551.685,7042.005000000001,286.07,63.535,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:26:00,0.0,0.0,0.0,0.0,551.8124999999999,7042.005000000001,286.065,63.5325,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:27:00,0.0,0.0,0.0,0.0,551.73,7042.005000000001,286.065,63.5375,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:28:00,0.0,0.0,0.0,0.0,551.8,7042.005,286.0625,63.535000000000004,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:29:00,0.0,0.0,0.0,0.0,551.8175,7042.0075,286.065,63.54,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:30:00,0.0,0.0,0.0,0.0,551.9575,7041.415000000001,286.06,63.54,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:31:00,0.0,0.0,0.0,0.0,551.815,7040.41,285.91499999999996,63.535000000000004,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:32:00,0.0,0.0,0.0,0.0,551.9125,7040.0075,285.7275,63.535,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:33:00,0.0,0.0,0.0,0.0,551.9975,7040.0075,285.7025,63.5325,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:34:00,0.0,0.0,0.0,0.0,552.01,7040.005000000001,285.705,63.54,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:35:00,0.0,0.0,0.0,0.0,552.01,7040.005000000001,285.74,63.535000000000004,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:36:00,0.0,0.0,0.0,0.0,552.005,7040.0075,285.7675,63.54,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:37:00,0.0,0.0,0.0,0.0,552.0899999999999,7040.005000000001,286.02,63.519999999999996,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:38:00,0.0,0.0,0.0,0.0,552.17,7040.0075,286.265,63.504999999999995,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:39:00,0.0,0.0,0.0,0.0,552.1624999999999,7040.0075,286.52,63.50749999999999,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:40:00,0.0,0.0,0.0,0.0,552.17,7040.0075,286.6975,63.51,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:41:00,0.0,0.0,0.0,0.0,552.17,7041.0375,286.85249999999996,63.5025,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:42:00,0.0,0.0,0.0,0.0,552.17,7043.7525,286.875,63.504999999999995,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:43:00,0.0,0.0,0.0,0.0,552.1899999999999,7045.437499999999,286.875,63.515,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:44:00,0.0,0.0,0.0,0.0,552.255,7045.4349999999995,286.875,63.512499999999996,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:45:00,0.0,0.0,0.0,0.0,552.28,7045.4349999999995,286.73749999999995,63.52,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:46:00,0.0,0.0,0.0,0.0,552.28,7045.437499999999,286.61,63.517500000000005,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:47:00,0.0,0.0,0.0,0.0,552.28,7045.437499999999,286.645,63.53,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:48:00,0.0,0.0,0.0,0.0,552.28,7045.437499999999,286.62249999999995,63.54,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:49:00,0.0,0.0,0.0,0.0,552.28,7045.4349999999995,286.525,63.5375,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:50:00,0.0,0.0,0.0,0.0,552.6075000000001,7045.437499999999,286.705,63.5575,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:51:00,0.0,0.0,0.0,0.0,552.8175,7047.415,287.3775,63.58749999999999,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:52:00,0.0,0.0,0.0,0.0,552.95,7049.397499999999,287.51,63.6,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:53:00,0.0,0.0,0.0,0.0,553.12,7049.695,287.505,63.6,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:54:00,0.0,0.0,0.0,0.0,553.235,7049.9974999999995,287.5075,63.6,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:55:00,0.0,0.0,0.0,0.0,553.24,7049.994999999999,287.5075,63.5925,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:56:00,0.0,0.0,0.0,0.0,553.24,7049.9974999999995,287.5025,63.597500000000004,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:57:00,0.0,0.0,0.0,0.0,553.24,7049.995,287.505,63.595,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:58:00,0.0,0.0,0.0,0.0,553.23,7049.9974999999995,287.505,63.595,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 06:59:00,0.0,0.0,0.0,0.0,553.23,7049.9974999999995,287.51,63.595000000000006,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:00:00,0.0,0.0,0.0,0.0,553.23,7049.9974999999995,287.505,63.6,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:01:00,0.0,0.0,0.0,0.0,553.24,7049.9974999999995,287.505,63.595000000000006,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:02:00,0.0,0.0,0.0,0.0,553.24,7049.9974999999995,287.5025,63.61,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:03:00,0.0,0.0,0.0,0.0,553.24,7049.9974999999995,287.51,63.68,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:04:00,0.0,0.0,0.0,0.0,553.24,7049.994999999999,287.505,63.72,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:05:00,0.0,0.0,0.0,0.0,553.24,7049.9925,287.4375,63.7275,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:06:00,0.0,0.0,0.0,0.0,553.235,7049.9925,287.38,63.73,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:07:00,0.0,0.0,0.0,0.0,553.23,7049.9925,287.39,63.73,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:08:00,0.0,0.0,0.0,0.0,553.235,7049.994999999999,287.39,63.73,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:09:00,0.0,0.0,0.0,0.0,553.24,7049.995,287.39,63.73,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:10:00,0.0,0.0,0.0,0.0,553.24,7054.3875,287.405,63.7525,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:11:00,0.0,0.0,0.0,0.0,553.27,7058.79,287.4525,63.775000000000006,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:12:00,0.0,0.0,0.0,0.0,553.3,7058.1675,287.265,63.775000000000006,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:13:00,0.0,0.0,0.0,0.0,553.295,7058.16,287.02,63.775000000000006,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:14:00,0.0,0.0,0.0,0.0,553.62,7056.514999999999,286.96750000000003,63.77,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:15:00,0.0,0.0,0.0,0.0,553.95,7054.8775000000005,286.905,63.78,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:16:00,0.0,0.0,0.0,0.0,553.695,7054.8775000000005,286.83000000000004,63.715,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:17:00,0.0,0.0,0.0,0.0,553.695,7053.9075,286.85,63.64750000000001,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:18:00,0.0,0.0,0.0,0.0,553.695,7052.9349999999995,286.95000000000005,63.62,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:19:00,0.0,0.0,0.0,0.0,553.7,7052.937499999999,287.04,63.6275,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:20:00,0.0,0.0,0.0,0.0,553.7,7052.937499999999,287.03499999999997,63.625,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:21:00,0.0,0.0,0.0,0.0,553.7,7052.9325,287.03249999999997,63.625,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:22:00,0.0,0.0,0.0,0.0,553.7,7052.937499999999,287.04,63.625,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:23:00,0.0,0.0,0.0,0.0,553.7,7052.9325,287.03499999999997,63.6275,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:24:00,0.0,0.0,0.0,0.0,553.7,7052.9349999999995,287.15999999999997,63.625,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:25:00,0.0,0.0,0.0,0.0,553.6925000000001,7052.9349999999995,287.275,63.615,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:26:00,0.0,0.0,0.0,0.0,553.69,7052.9349999999995,287.28,63.605000000000004,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:27:00,0.0,0.0,0.0,0.0,553.69,7052.9349999999995,287.28,63.61,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:28:00,0.0,0.0,0.0,0.0,553.7,7052.937499999999,287.16999999999996,63.61,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:29:00,0.0,0.0,0.0,0.0,553.715,7052.937499999999,287.16749999999996,63.605000000000004,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:30:00,0.0,0.0,0.0,0.0,553.73,7052.9349999999995,287.1375,63.61,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:31:00,0.0,0.0,0.0,0.0,553.73,7052.9325,287.135,63.6075,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:32:00,0.0,0.0,0.0,0.0,553.725,7052.937499999999,287.19,63.61,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:33:00,0.0,0.0,0.0,0.0,553.73,7052.9349999999995,287.2425,63.6075,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:34:00,0.0,0.0,0.0,0.0,553.73,7052.9325,287.31,63.6025,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:35:00,0.0,0.0,0.0,0.0,553.7375,7052.9349999999995,287.345,63.6,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:36:00,0.0,0.0,0.0,0.0,553.745,7052.937499999999,287.35,63.61,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:37:00,0.0,0.0,0.0,0.0,553.75,7052.9349999999995,287.34499999999997,63.605,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:38:00,0.0,0.0,0.0,0.0,553.75,7052.937499999999,287.345,63.61,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:39:00,0.0,0.0,0.0,0.0,553.75,7053.905,287.34749999999997,63.6075,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:40:00,0.0,0.0,0.0,0.0,553.7525,7054.875,287.345,63.605000000000004,100000.0,0.0,0.0,100000.0,0.0
2018-09-01 07:41:00,0.0,0.0,0.0,0.0,553.855,7054.8775000000005,287.345,63.605,100000.0,0.0,0.0,100000.0,0.0
